start_date,price
01-Mar-23,95.3625
01-Apr-23,95.14
01-May-23,94.885
01-Jun-23,94.765
01-Jul-23,94.67
01-Aug-23,94.59
01-Sep-23,94.575
01-Oct-23,94.57
01-Nov-23,94.62
01-Dec-23,94.66
01-Jan-24,94.69
01-Feb-24,94.77
